"Source","Target","Type","Weight","Sign","asso"
"Otoolea_134252","Ruminococcus_B","Undirected",0.434037326854757,"Positive",0.359372505212582
"Otoolea_134252","Hungatella_A_128155","Undirected",0.438839648383696,"Positive",0.370198119547733
"1_Enterobacteriaceae_A_725029(F)","Fusobacterium_C","Undirected",0.415429006980795,"Positive",0.316553508241082
"1_Enterobacteriaceae_A_725029(F)","Haemophilus_D_735815","Undirected",0.409348837971957,"Positive",0.302262409589845
"1_Enterobacteriaceae_A_725029(F)","Hungatella_A_128155","Undirected",0.424734097875704,"Positive",0.33813828370624
"Schaedlerella","Lachnoclostridium_B","Undirected",0.408878740855201,"Positive",0.301151313974135
"1_Clostridiaceae_222000(F)","Fusobacterium_C","Undirected",0.411805142037563,"Positive",0.308053618133096
"Finegoldia","Fusobacterium_C","Undirected",0.438993756587726,"Positive",0.370543989704897
"Faecalimonas","Ruminococcus_B","Undirected",0.460585892771697,"Positive",0.418064841846186
"Fusobacterium_C","Haemophilus_D_735815","Undirected",0.468786860495304,"Positive",0.435625200835128
"Eisenbergiella","Parasutterella_564865","Undirected",0.409129707573413,"Positive",0.301744595055439
"Haemophilus_D_735815","Hungatella_A_128155","Undirected",0.411021480739324,"Positive",0.306208607699002
