"Source","Target","Type","Weight","Sign","asso"
"Granulicatella","Bariatricus","Undirected",0.181835827499597,"Negative",-0.338785226326537
"Granulicatella","Dialister_37762","Undirected",0.180891798735721,"Negative",-0.341876490756805
"Granulicatella","Onthenecus","Undirected",0.182421322727645,"Negative",-0.336869787060828
"Granulicatella","Alitiscatomonas","Undirected",0.423742450665018,"Positive",0.335854473668882
"Granulicatella","Ruminococcus_B","Undirected",0.459505924919968,"Positive",0.415732309606762
"Granulicatella","Lancefieldella","Undirected",0.427699013569439,"Positive",0.344943161861213
"Granulicatella","Pseudomonas_E_647464","Undirected",0.463341901052274,"Positive",0.423996169667625
"Granulicatella","Faecousia","Undirected",0.179538067158811,"Negative",-0.346315566483
"Streptococcus","Thomasclavelia","Undirected",0.453817125246037,"Positive",0.403368534650993
"Streptococcus","Alistipes_A_871400","Undirected",0.172430150397646,"Negative",-0.369743711941726
"Streptococcus","Eggerthella","Undirected",0.45386884323482,"Positive",0.403481519220653
"Streptococcus","Vescimonas","Undirected",0.185332266558511,"Negative",-0.327367031821387
"Streptococcus","Anaerostipes","Undirected",0.432606736740536,"Positive",0.356129769615553
"Streptococcus","Clostridium_T","Undirected",0.429656157538458,"Positive",0.349415802732407
"Streptococcus","Barnesiella_B","Undirected",0.185859628042879,"Negative",-0.325649090500958
"Streptococcus","Nanosynbacter","Undirected",0.462117958598367,"Positive",0.421365819075223
"Streptococcus","Nanogingivalis","Undirected",0.414378129152151,"Positive",0.31409404876933
"Streptococcus","Romboutsia_B","Undirected",0.485005646698146,"Positive",0.46956163213441
"Streptococcus","Terrisporobacter","Undirected",0.415288155594021,"Positive",0.316224118022717
"Streptococcus","Dialister_37762","Undirected",0.162284478461178,"Negative",-0.403534590054121
"Streptococcus","Acetatifactor","Undirected",0.187489698218046,"Negative",-0.320345981003604
"Streptococcus","Ruminococcus_B","Undirected",0.483911945727618,"Positive",0.467306240474693
"Streptococcus","Faecousia","Undirected",0.175935359874495,"Negative",-0.358165062210357
"Veillonella_A","Collinsella","Undirected",0.148728761289906,"Negative",-0.449325443710037
"Veillonella_A","Thomasclavelia","Undirected",0.447480419759672,"Positive",0.389444226902103
"Veillonella_A","Anaerobutyricum","Undirected",0.16636089652764,"Negative",-0.3899083096764
"Veillonella_A","Dorea_A","Undirected",0.17208591763093,"Negative",-0.370883455570039
"Veillonella_A","Enterocloster","Undirected",0.411093303119116,"Positive",0.306377804737693
"Veillonella_A","Sellimonas","Undirected",0.417994686652461,"Positive",0.322539630470465
"Veillonella_A","Lachnoclostridium_B","Undirected",0.18991336998543,"Negative",-0.312480696256726
"Veillonella_A","Ruminococcus_B","Undirected",0.448923902170074,"Positive",0.392630268801085
"Veillonella_A","Haemophilus_D_735815","Undirected",0.518767494006028,"Positive",0.536830550349524
"Enterococcus_H_360604","1_Coprobacillaceae(F)","Undirected",0.414717292571394,"Positive",0.314888304770081
"Enterococcus_H_360604","1_Enterobacteriaceae_A_725029(F)","Undirected",0.425173781144562,"Positive",0.339149636232721
"Collinsella","Thomasclavelia","Undirected",0.150994021235641,"Negative",-0.441622303955256
"Collinsella","Bariatricus","Undirected",0.411413277923814,"Positive",0.307131341191221
"Collinsella","Haemophilus_D_735815","Undirected",0.190396792992263,"Negative",-0.310914705594424
"Turicibacter","Dorea_A","Undirected",0.447529009856111,"Positive",0.389551610098862
"Turicibacter","Romboutsia_B","Undirected",0.430652511547539,"Positive",0.351686874785749
"Turicibacter","Terrisporobacter","Undirected",0.477060447403945,"Positive",0.453068448661276
"Turicibacter","Intestinibacter","Undirected",0.483349123476243,"Positive",0.466143743574467
"Ruminococcus_E","Faecalibacterium","Undirected",0.41071077347577,"Positive",0.30547641500495
"Ruminococcus_E","Limiplasma","Undirected",0.415150367749452,"Positive",0.315901815312798
"Ruminococcus_E","Agathobacter_164117","Undirected",0.409956604748716,"Positive",0.303697583440675
"Ruminococcus_E","Haemophilus_D_735815","Undirected",0.193484564262625,"Negative",-0.300934296165295
"Faecalibacillus","Faecalibacterium","Undirected",0.415951462425026,"Positive",0.31777461151307
"Faecalibacillus","Anaerostipes","Undirected",0.509089320070837,"Positive",0.518013408662974
"Faecalibacillus","Bariatricus","Undirected",0.44866202416644,"Positive",0.392052872807506
"Faecalibacillus","Anaerobutyricum","Undirected",0.614326539583782,"Positive",0.70251196386116
"Faecalibacillus","Dorea_A","Undirected",0.453888930918773,"Positive",0.403525400453918
"Faecalibacillus","Lentihominibacter","Undirected",0.452126119259129,"Positive",0.399668421603875
"Faecalibacillus","Intestinibacter","Undirected",0.444484773176019,"Positive",0.382805665533402
"Faecalibacillus","Roseburia_A_166204","Undirected",0.424550694177737,"Positive",0.33771619285735
"Faecalibacillus","Mediterraneibacter_A_155507","Undirected",0.409113748516559,"Positive",0.301706875615694
"Thomasclavelia","Eggerthella","Undirected",0.504091318795859,"Positive",0.508149159812739
"Thomasclavelia","Akkermansia","Undirected",0.181584360246844,"Negative",-0.339608318785134
"Thomasclavelia","Vescimonas","Undirected",0.188658078617488,"Negative",-0.316551426785332
"Thomasclavelia","Bariatricus","Undirected",0.161057591413667,"Negative",-0.407648729849276
"Thomasclavelia","Anaerobutyricum","Undirected",0.189887224752326,"Negative",-0.312565417238977
"Thomasclavelia","Lentihominibacter","Undirected",0.152463693693539,"Negative",-0.4366355810152
"Thomasclavelia","Agathobacter_164117","Undirected",0.175650425217369,"Negative",-0.359104442888609
"Thomasclavelia","Onthenecus","Undirected",0.149505281675194,"Negative",-0.446682531796782
"Thomasclavelia","Sellimonas","Undirected",0.416931575180722,"Positive",0.320062423957532
"Thomasclavelia","Ruminococcus_B","Undirected",0.518642674406442,"Positive",0.536590250194835
"Thomasclavelia","Faecousia","Undirected",0.182317043825179,"Negative",-0.337210833637588
"Coprobacillus","Faecalibacterium","Undirected",0.180894160928767,"Negative",-0.341868751201176
"Bulleidia","Hominicoprocola","Undirected",0.18881363803545,"Negative",-0.316046627674565
"Bulleidia","Eubacterium_R","Undirected",0.189015849145824,"Negative",-0.315390585873336
"Bulleidia","Pauljensenia","Undirected",0.427167817399964,"Positive",0.343726581155358
"Bulleidia","Vescimonas","Undirected",0.193237380655219,"Negative",-0.301731847944103
"Bulleidia","Clostridium_AP_143938","Undirected",0.413475842736784,"Positive",0.311978825893348
"Bulleidia","Nanosynbacter","Undirected",0.422423419090906,"Positive",0.332810586370722
"Bulleidia","Ruminococcus_B","Undirected",0.411927085022476,"Positive",0.308340493339675
"Bulleidia","Lancefieldella","Undirected",0.430277618021312,"Positive",0.350832814945059
"Alistipes_A_871400","Phocaeicola_A","Undirected",0.489682631995995,"Positive",0.47915236782693
"Alistipes_A_871400","Pauljensenia","Undirected",0.125710747020224,"Negative",-0.528763395751868
"Alistipes_A_871400","Vescimonas","Undirected",0.438857883272772,"Positive",0.370239049669772
"Alistipes_A_871400","Barnesiella_B","Undirected",0.467750614675331,"Positive",0.433421183643024
